filename,nvarsOrig,nclausesOrig,nvars,nclauses,reducedVars,reducedClauses,Pre-featuretime,vars-clauses-ratio,POSNEG-RATIO-CLAUSE-mean,POSNEG-RATIO-CLAUSE-coeff-variation,POSNEG-RATIO-CLAUSE-min,POSNEG-RATIO-CLAUSE-max,POSNEG-RATIO-CLAUSE-entropy,VCG-CLAUSE-mean,VCG-CLAUSE-coeff-variation,VCG-CLAUSE-min,VCG-CLAUSE-max,VCG-CLAUSE-entropy,UNARY,BINARY+,TRINARY+,Basic-featuretime,VCG-VAR-mean,VCG-VAR-coeff-variation,VCG-VAR-min,VCG-VAR-max,VCG-VAR-entropy,POSNEG-RATIO-VAR-mean,POSNEG-RATIO-VAR-stdev,POSNEG-RATIO-VAR-min,POSNEG-RATIO-VAR-max,POSNEG-RATIO-VAR-entropy,HORNY-VAR-mean,HORNY-VAR-coeff-variation,HORNY-VAR-min,HORNY-VAR-max,HORNY-VAR-entropy,horn-clauses-fraction,VG-mean,VG-coeff-variation,VG-min,VG-max,KLB-featuretime,CG-mean,CG-coeff-variation,CG-min,CG-max,CG-entropy,cluster-coeff-mean,cluster-coeff-coeff-variation,cluster-coeff-min,cluster-coeff-max,cluster-coeff-entropy,CG-featuretime,DIAMETER-mean,DIAMETER-coeff-variation,DIAMETER-min,DIAMETER-max,DIAMETER-entropy,DIAMETER-featuretime,cl-num-mean,cl-num-coeff-variation,cl-num-min,cl-num-max,cl-num-q90,cl-num-q10,cl-num-q75,cl-num-q25,cl-num-q50,cl-size-mean,cl-size-coeff-variation,cl-size-min,cl-size-max,cl-size-q90,cl-size-q10,cl-size-q75,cl-size-q25,cl-size-q50,cl-featuretime,SP-bias-mean,SP-bias-coeff-variation,SP-bias-min,SP-bias-max,SP-bias-q90,SP-bias-q10,SP-bias-q75,SP-bias-q25,SP-bias-q50,SP-unconstraint-mean,SP-unconstraint-coeff-variation,SP-unconstraint-min,SP-unconstraint-max,SP-unconstraint-q90,SP-unconstraint-q10,SP-unconstraint-q75,SP-unconstraint-q25,SP-unconstraint-q50,sp-featuretime,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q.10,saps_FirstLocalMinStep_Q.90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,ls-saps-featuretime,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q.10,gsat_FirstLocalMinStep_Q.90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,ls-gsat-featuretime,lobjois-mean-depth-over-vars,lobjois-log-num-nodes-over-vars,lobjois-featuretime
101,6529,7082,5920,7082,0.102871622,0,0,0.835922056,0.849047328,0.361456656,0,1,0.879380034,0.00027475,0.817886665,0.000168919,0.001689189,0.893957932,0.776193166,0.809375883,0.878565377,0,0.000244432,2.384722878,0.000141203,0.014261508,0.328012665,0.961773587,0.176500587,0,1,0.320398816,0.000184895,1.421792643,0,0.00649534,0.286688542,0.890002824,0.000107221,5.211580674,0,0.012143462,0.09,0.001287974,2.209478026,0,0.016238351,1.468541118,0.049135691,2.449052303,0,1,1.363289612,0.23,1.457847609,1.142736,1,9,0.345304595,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,9.83799,13.3791,2793.55,0.0764289,2813,2756,2855,1.0067,0.0190194,1.00388,0.117759,2.07,1.55269,1.01131,2812.89,0.0133869,2813,2765,2861,0.466323,0.310258,0.995721,0.00139798,3.88,0.000373717,0.007124566,0.4
102,5138,8900,5103,8900,0.006858711,0,0,0.573370787,0.702596442,0.53024478,0,1,1.057400109,0.000431581,0.586290036,0.000195963,0.003527337,1.296655677,0.391573034,0.554494382,0.881910112,0,0.000433387,2.198972917,0.00011236,0.046179775,1.426876797,0.708999694,0.442097334,0,1,1.054353395,0.000231991,1.623482086,0,0.018202247,1.156423184,0.694719101,0.000343597,2.140028145,0,0.028202247,0.06,0.002453806,2.030414512,0,0.029101124,3.078413085,0.16299859,1.127044815,0,1,2.998655377,1.08,3.822030576,1.158352754,1,13,1.191325303,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,36.5496,3.31343,2013.37,0.0661318,2023,1984,2058,0.656058,0.209023,0.951952,0.203092,2.17,55.6498,0.131994,2019.87,0.0164186,2023.5,1977,2060,0.20985,0.281744,0.949718,0.00456021,3.22,0.002481984,0.737471258,0.68
103,3671,5382,3659,5382,0.003279585,0,0,0.679858789,0.837911847,0.38040518,0,1,0.831339224,0.000551675,1.084700824,0.000273299,0.004919377,1.243273137,0.488480119,0.789111854,0.934225195,0,0.000551962,1.806541113,0.000185805,0.007060572,1.216346921,0.777010124,0.404993982,0,1,0.903718501,0.000377162,1.609495402,0,0.004459309,1.012566512,0.878112226,0.000938805,1.959565148,0,0.012820513,0.03,0.001706488,2.483533131,0,0.050910442,2.426164457,0.167968489,1.39516646,0,1,2.474823069,0.18,2.332148715,1.007009131,1,9,1.11259159,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,2.32203,22.6318,1440.26,0.0470558,1442,1408,1477,1.00716,0.090224,0.985374,0.0863165,2.18,10.56,0.284541,1442.81,0.0183351,1443,1409,1476,0.387699,0.312467,0.987218,0.00284146,3.51,0.003387705,0.079304644,0.47
104,3697,9548,3697,9548,0,0,0,0.387201508,0.520682013,0.745889169,0,1,1.307391806,0.000820676,1.312519088,0.00027049,0.009467136,1.372918275,0.227586929,0.364369501,0.86908253,0,0.000820676,2.048802755,0.000104734,0.031629661,1.400897382,0.684956979,0.391375865,0,1,1.133770385,0.000273662,1.959471026,0,0.015605362,1.316034851,0.525659824,0.001588432,1.669580769,0,0.037704231,0.03,0.005208025,1.638602077,0,0.101068287,3.564552004,0.173110751,0.796210005,0,0.599815547,2.800920658,5.25,2.56547619,0.73541167,1,5,0.885968328,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,10,0.780386,1518.31,0.0547886,1521,1486,1555,0.823587,0.125425,0.978134,0.00627222,2.16,41.1082,0.121153,1523.98,0.0172879,1523,1490,1558,1.17852,0.114482,0.993144,0.00207635,2.57,0.001684798,0.728462896,0.63
105,148883,90006,8370,90006,16.78769415,0,0.06,0.0929938,0.432966028,0.750888557,0,1,2.099517244,0.000539396,0.900111688,0.000119474,0.003703704,1.916251926,0.001844321,0.260915939,0.48351221,0.01,0.000389224,0.870707288,0.000022221,0.001555452,2.686650284,0.788346983,0.288942042,0,0.951219512,2.330219132,0.000280126,0.444621406,0.000022221,0.000444415,2.567625783,0.389562918,0.000354048,0.57448729,0.00001111,0.000944381,2.73,-1,0,-1,0,-512,-1,0,-1,0,0,20.03,9.357765249,0.122465145,7,11,1.500000382,10.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,3,0.971825,3142,0.00652645,3142,3111,3160,0.670081,0.289576,0.962313,0.00238562,2.07,370.31,0.632752,3037.79,0.192727,3143,3074,3191,0.245444,3.13497,1.0007,0.036979,2.43,0.002497742,0.011434091,2
106,2939,4612,2935,4612,0.001362862,0,0,0.636383348,0.844475609,0.369880761,0,1,0.820840228,0.000701968,1.027722672,0.000340716,0.008517888,1.290173966,0.472896791,0.766261925,0.905897658,0,0.000702631,1.818236039,0.000216826,0.007805724,1.148657669,0.801694149,0.383981275,0,1,0.947799807,0.000442011,1.602382463,0,0.005203816,0.955421543,0.839765828,0.00101067,2.183817985,0,0.014310494,0.02,0.002336,2.30019376,0,0.05962706,2.469605303,0.15103229,1.363493344,0,1,2.552276921,0.18,2.326175869,1.060665534,1,9,1.032964571,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,1.15729,27.037,1206.47,0.0411873,1207,1178,1239,0.993327,0.0775601,0.979611,0.0515512,2.3,10.5091,2.5371,1207.57,0.0302261,1209,1176,1239,0.455899,0.366733,0.986154,0.0803733,3.46,0.003912703,0.140907562,0.45
107,3377,4134,2830,4134,0.193286219,0,0,0.684567005,0.774404807,0.39900464,0,1,0.991758297,0.000933908,1.163221646,0.000353357,0.006713781,1.236865072,0.460087083,0.541364296,0.924528302,0,0.000938035,2.596182771,0.000241896,0.058055152,1.032141858,0.752218837,0.380418909,0,1,1.052687127,0.000378968,2.008712813,0.000241896,0.017416546,0.651625964,0.663280116,0.001234413,3.515698668,0,0.141025641,0.03,0.006985155,1.878307056,0,0.074987905,2.133550551,0.14417411,1.33633853,0,0.6,2.077889274,0.95,2.100353357,0.761392676,1,5,0.84893577,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,1.05882,30.5778,1085.42,0.0389032,1086,1058,1114,1.0888,0.0325839,0.99269,0.143483,2.13,0.709542,12.6496,1085.08,0.0295027,1085,1056,1115,0.405369,0.327184,0.988648,0.0123503,3.27,0.001095499,0.011603381,0.32
108,4112,4687,3751,4687,0.096241002,0,0,0.800298699,0.809833007,0.418855663,0,1,1.002787395,0.000462376,0.813326409,0.000266596,0.002665956,1.023851045,0.729037764,0.777469597,0.865799019,0,0.000405264,2.456193321,0.000213356,0.027096224,0.401287705,0.951932003,0.196435863,0,1,0.385309241,0.000291091,1.449016354,0,0.009601024,0.355406622,0.866439087,0.00019019,4.598486149,0,0.011947941,0.03,0.00236335,2.063078816,0,0.029229785,1.694014565,0.066060824,2.076864687,0,0.666666667,1.594711279,0.2,1.636,1.253802032,1,10,0.414925381,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,2.01412,20.6155,1759.93,0.0515393,1763,1726,1804,1.0154,0.0198297,0.995675,0.0416444,2.11,1.22323,1.0706,1763.38,0.0167788,1763,1726,1801,0.511205,0.291327,0.994333,0.00210497,3.67,0.00064739,0.850225517,0.27
109,194923,121966,10690,121966,17.23414406,0,0.08,0.087647377,0.426206346,0.730097271,0,1,2.083475966,0.000419518,0.819616303,0.000093545,0.002899906,1.897018754,0.001361035,0.229768952,0.447001623,0.01,0.000136817,1.566298249,0.000016398,0.001147861,1.861784257,0.350517038,0.436563057,0,0.951219512,1.667894829,0.00010102,1.115598647,0.000016398,0.00032796,1.793532179,0.358813112,0.000120721,1.331364531,0.000008199,0.000696916,4.85,-1,0,-1,0,-512,-1,0,-1,0,0,20.02,9.084942085,0.11722036,7,11,1.459289085,10.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,2.5,0.69282,4103.75,0.00286518,4099.5,4095,4101,0.743138,0.340702,0.963501,0.000812671,2.1,482.048,0.486177,3895.05,0.229428,4087,4021,4139,0.296107,2.57703,1.00175,0.0302268,2.35,0.002308224,0.010071029,2
110,205198,129149,11070,129149,17.5364047,0,0.12,0.085714949,0.426065039,0.723179237,0,1,2.082693994,0.000405664,0.805740831,0.000090334,0.002800361,1.895900729,0.001471169,0.223060186,0.438586439,0.02,0.000159281,1.621549627,0.000015486,0.001207907,2.203629721,0.341701086,0.420490832,0,0.951219512,2.037877571,0.000097188,1.074629482,0.000015486,0.000356178,2.076157396,0.352825032,0.000124518,1.349380709,0.000007743,0.000658155,5.28,-1,0,-1,0,-512,-1,0,-1,0,0,20.01,9.143525741,0.11605515,7,11,1.455954675,10.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,1,1,4235.33,0.0131763,4217,4191,4217,0.473882,0.168923,0.961141,0.00218848,2.1,461.222,0.0677865,4004.72,0.249847,4229,4156,4296,0.298884,2.32016,0.997786,0.011407,2.23,0.002209137,0.010321961,2
111,100,298,100,298,0,0,0,0.33557047,1,0,1,1,0,0.019966443,0.028964181,0.01,0.02,0.022467831,0.003355705,1,1,0,0.019966443,0.043665146,0.013422819,0.020134228,0.190437554,1,0,1,1,0,0.000033557,9.949874371,0,0.003355705,0.056001534,0.003355705,0.01966443,0.068344657,0.013422819,0.020134228,0,0,0,0,0,0,0,0,0,0,0,0,5.02020202,0.028024926,5,6,0.098824302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,0,0,27.753,0.148406,28,22,33,2.77698,0.0822047,1,0,0.22,0,0,27.7211,0.148779,28,23,33,2.77783,0.0813019,1,0,0.18,0.906074,0.996115957,1.24
112,121457,146508,105320,146508,0.153218762,0,0.05,0.718868594,0.770684562,0.446117177,0,1,0.942379489,0.000016318,0.620461165,0.000009495,0.000104444,0.995164871,0.65174598,0.710486799,0.930085729,0.02,0.000016512,2.413126,0.000006826,0.002989598,0.575799994,0.910705546,0.276199207,0,1,0.511075787,0.000011067,1.792678358,0.000006826,0.001788298,0.522810855,0.830248178,0.00000651,4.061172305,0,0.001549403,28.05,0.000079046,2.767704719,0,0.00434106,2.004359334,0.055681687,1.673506924,0,0.682758621,1.821910503,9.11,2.581960784,1.828750912,1,23,0.545181202,10.01,1069.153846,0.194043417,738,1515,1301,753,1168,918,1086,17.95364562,0.198369364,11.95005549,22.59038462,22.17808219,12.39508071,21.68948413,16.03294746,18.48605578,1.71,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,35704,0,0,0,0,0,0,1.20276,0,2.89874,0,2.03,3803.1,2.42022,44806.8,0.35137,49779.5,0,49917,0.599757,0.32145,1.11129,0.3501,2.23,0.000117931,0.792411917,2
113,104913,132901,91449,132901,0.147229603,0,0.05,0.68809866,0.752270558,0.462283355,0,1,0.992358597,0.000019656,0.609665868,0.000010935,0.000131221,1.049249592,0.615360306,0.677316198,0.921693591,0.02,0.000019804,2.344064878,0.000007524,0.00268621,0.633398728,0.900062743,0.290018605,0,1,0.569293423,0.000012834,1.785160565,0.000007524,0.00162527,0.581571872,0.80986599,0.000008082,3.808588653,0,0.001407062,20.31,0.000094392,2.196830134,0,0.003995455,2.185916518,0.061004355,1.634139254,0,0.80573543,1.991683314,6.71,2.647295874,1.75877518,1,21,0.595904358,10.01,960,0.204322451,673,1446,1213,725,1078,801,947,20.82878975,0.202722512,11.11398964,26.84693878,26.63416321,14.17328042,24.30434783,18.6237721,21.01571547,4.99,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,26814,0,0,0,0,0,0,1.17764,0,2.27395,0,2.03,2493.67,2.31251,39276.4,0.314964,42815.5,42507,43010,0.526106,0.361148,1.04994,0.215266,2.18,0.00002726,0.001332324,2
114,80,240,80,240,0,0,0,0.333333333,0.477777778,0.574846842,0.333333333,1,0.52265658,0.0375,0,0.0375,0.0375,0,0,0,1,0,0.0375,0,0.0375,0.0375,0,0.363888889,0.215863897,0.111111111,0.777777778,1.306905775,0.0184375,0.370950316,0.004166667,0.0375,1.862930409,0.491666667,0.066979167,0.070088052,0.054166667,0.075,0,0.045625,0.202618335,0.025,0.075,2.192507349,0.202749913,0.234875462,0.125,0.428571429,2.748567903,0,3.873417722,0.085842651,3,4,0.379837729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,0.0454,5.09683,16.5266,0.16985,16,13,20,1.51666,0.190596,0.948783,0.0492469,0.2,0.035,5.46444,16.5844,0.166199,17,13,20,1.29582,0.344586,0.948779,0.0486419,0.2,0.81802625,0.988660641,1.42
117,87886,47546,5090,47546,16.26640472,0,0.03,0.107054221,0.452530477,0.813461152,0,1,2.049330037,0.000908536,1.133156445,0.000196464,0.006090373,1.848820751,0.003491356,0.369831321,0.600660413,0.01,0.000740336,0.86622871,0.000105161,0.002944517,2.575109926,0.79393601,0.281958496,0,0.951219512,2.319287577,0.000532307,0.4358898,0.000042065,0.000841291,2.517498555,0.48001935,0.000673415,0.566664274,0.000042065,0.001787742,0.96,-1,0,-1,0,-512,-1,0,-1,0,0,20.02,9.014210526,0.102897167,7,11,1.324245087,10.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,3,0.9245,1799.14,0.0108522,1799,1764,1819,0.698888,0.645936,0.962691,0.00317802,2.1,200.804,0.0671247,1800.2,0.0178147,1805,1750,1837,0.0665603,0.0916971,0.993009,0.00211884,2.81,0.002420196,0.013695715,2
119,380,1450,380,1450,0,0,0,0.262068966,0.933333333,0.21825148,0,1,0.433690392,0.006869328,0.358079805,0.002631579,0.010526316,0.888579488,0.024827586,0.657931034,0.706896552,0,0.006869328,0.362511505,0.000689655,0.02137931,1.392536557,0.172453039,0.276033078,0,1,1.310148135,0.003397459,0.325309548,0,0.005517241,1.354729624,0.657931034,0.006878403,0.397335547,0,0.023448276,0,0.008654459,0.516389707,0,0.023448276,2.186414951,0.188996163,0.459702883,0,0.666666667,2.120276675,0.02,5.401055409,0.272178745,1,7,0.7501811,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,16.5925,0.247792,104.401,0.0707861,104,95,114,1.4334,0.206231,0.921635,0.0251935,2.03,17.2927,0.194213,104.332,0.0707411,104,95,114,0.96588,0.331712,0.923832,0.02254,2.39,0.196405789,0.748224923,1.87
120,4858,14032,4858,14032,0,0,0,0.346208666,0.697643482,0.60522888,0,1,0.887085715,0.000481403,0.202746856,0.000205846,0.000617538,0.64399213,0.000427594,0.660917902,1,0.01,0.000481403,2.11825135,0.000071266,0.069840365,1.098413326,0.152922426,0.047308711,0,1,1.052597313,0.000313991,2.37338149,0.000071266,0.050812429,1.499115038,0.728905359,0.000372905,2.020985191,0,0.051596351,0.05,0.002967846,2.972337973,0,0.035276511,2.3935639,0.296858058,0.480697775,0,1,2.48806131,9.4,34.99073502,0.16825386,1,64,2.750323243,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,135.482,0.232109,1079.18,0.0229973,1080,1047,1113,0.492123,0.235348,0.819796,0.0148208,2.25,138.884,1.18455,1073.09,0.0612802,1076,1051,1108,0.110824,0.229006,0.814313,0.05871,3.34,0.200839951,0.630988337,2
122,5388,12042,5388,12042,0,0,0,0.447433981,0.597075496,0.64884357,0,1,1.287166957,0.000526184,1.491988783,0.000185598,0.006495917,1.334815243,0.299368876,0.473343298,0.905829596,0,0.000526184,1.65958978,0.000083043,0.011376848,1.317941036,0.735091975,0.391000984,0,1,1.087805034,0.000225408,1.66932707,0.000083043,0.004401262,1.284801625,0.629214416,0.001030913,1.763170024,0,0.022421525,0.07,0.002047917,1.349554386,0,0.051154293,3.140407035,0.169178001,0.770727051,0,0.544827586,2.703255679,1.37,2.589753109,0.877930465,1,6,0.80832703,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,9.0398,0.0540134,2292.85,0.0134965,2296,2256,2332,1.07246,0.0664244,0.985863,0.00208399,2.1,44.9359,0.112591,2290.58,0.0342151,2292,2251,2335,1.26299,0.0341681,0.997817,0.00146941,2.77,0.000987472,0.830016207,0.65
124,3609,5197,3597,5197,0.003336113,0,0,0.692130075,0.835766719,0.383099586,0,1,0.833370512,0.000555644,1.123170289,0.000278009,0.01501251,1.234070965,0.502597652,0.785453146,0.936116991,0,0.000555894,1.746139756,0.000192419,0.006734655,1.195413613,0.779483724,0.403335449,0,1,0.942616609,0.000376625,1.564383833,0,0.005195305,0.996045495,0.873965749,0.001026287,2.231364355,0,0.016548008,0.03,0.001588519,2.528083034,0,0.125649413,2.353033449,0.166386682,1.391680151,0,1,2.433974476,0.18,2.291434928,1.004047446,1,9,1.087550891,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,3.33712,22.8738,1424.59,0.0477066,1427,1392,1463,1.01726,0.401081,1.02228,0.911382,2.14,10.2246,0.265576,1428.01,0.0184946,1428,1393,1461,0.388627,0.331157,0.987362,0.00280752,3.63,0.003158142,0.091196266,0.44
125,2297,4350,2281,4350,0.007014467,0,0,0.524367816,0.678220124,0.513862353,0,1,1.121240191,0.001045317,0.593641444,0.000438404,0.007891276,1.294023553,0.342068966,0.466896552,0.855172414,0,0.001050874,1.969360848,0.000229885,0.075862069,1.605082955,0.674549079,0.456137708,0,1,1.085808895,0.00058948,1.775233396,0,0.039770115,1.378299412,0.7,0.00093446,1.807796472,0,0.035172414,0.01,0.005345594,1.949337972,0,0.042758621,3.053953305,0.203356484,0.942841321,0,1,3.18920499,0.62,3.419298246,1.004571894,1,10,1.213348908,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,1.3317,5.44899,896.59,0.0419229,898,872,923,0.714877,0.103442,0.938394,0.012208,2.23,27.925,0.148341,896.083,0.0236128,897,869,923,0.450582,0.266912,0.961095,0.00620447,2.93,0.004583471,0.676154691,0.42
126,120,688,120,688,0,0,0,0.174418605,0.546511628,0.880132986,0,1,0.898447974,0.030838178,0.158374715,0.008333333,0.033333333,0.697910033,0.00872093,0.049418605,0.24127907,0,0.030838178,0.3545511,0.001453488,0.040697674,2.32208954,0.101248308,0.212702473,0,1,1.970919875,0.008684593,0.325150641,0.001453488,0.010174419,0.981526795,0.292151163,0.019282946,0.252771811,0,0.021802326,0,0.045332781,0.258917214,0,0.056686047,2.902585545,0.423420771,0.185499086,0,0.576086957,2.307187502,0.04,4.050420168,0.199494031,1,5,0.690783278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,2.545,0.699708,25.9272,0.133922,26,22,30,1.25429,0.235552,0.884006,0.0617078,0.59,2.5573,0.574909,25.9456,0.131486,26,22,30,0.92926,0.405228,0.884659,0.0571574,0.86,0.279608333,0.683375918,1.39
127,630,33361,630,33361,0,0,0.01,0.018884326,1,0,1,1,0,0.003201724,0.28234166,0.003174603,0.033333333,0.007206165,0,0.999100746,0.999100746,0,0.003201724,0.171992216,0.001648632,0.004586193,4.227159212,0.980650831,0.003758696,0.963636364,0.986928105,0.739033294,0.003171748,0.173617656,0.001618657,0.004556218,4.227159212,0.999100746,0.003196014,0.17788324,0.001618657,0.004586193,0,0.00010893,16.91717059,0.000029975,0.07826504,0.483193685,0.726467955,0.17924179,0.000765697,1,0.480233939,4.72,3.416534181,0.144293664,3,4,0.679148652,0.39,1509,0.89860835,153,2865,2865,153,2865,153,2865,51.02652363,0.149359477,43.40522876,58.6478185,58.6478185,43.40522876,58.6478185,43.40522876,58.6478185,0.16,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,9.54284,24.2167,292.243,0.0523628,292,276,309,24.1937,0.113771,0.998651,0.0275564,2.13,3.01784,0.351898,291.643,0.0507218,292,276,308,21.6032,0.196506,0.999386,0.000213892,2.14,0.75621211,0.958529378,2
129,80,224,80,224,0,0,0,0.357142857,0.547619048,0.568552036,0.333333333,1,0.627941589,0.0375,0,0.0375,0.0375,0,0,0,1,0,0.0375,0.058321184,0.035714286,0.040178571,0.673011667,0.319791667,0.221874457,0,1,1.92971607,0.018247768,0.36736727,0,0.035714286,1.761469496,0.486607143,0.0671875,0.089083639,0.053571429,0.080357143,0,0.046795281,0.181852411,0.022321429,0.066964286,2.029274357,0.204079997,0.212618495,0.125,0.428571429,2.612043197,0,3.936708861,0.06185011,3,4,0.235928783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,0.0417,5.18595,16.1003,0.166414,16,13,20,1.45789,0.191637,0.947162,0.0502676,0.19,0.0379,5.2285,16.0548,0.168016,16,13,19,1.25163,0.345411,0.94666,0.0505993,0.2,0.842800417,0.990326251,1.41
130,2300,4426,2285,4426,0.006564551,0,0,0.51626751,0.67293276,0.529242935,0,1,1.146122004,0.00103694,0.585736227,0.000437637,0.007877462,1.322440974,0.329191143,0.487799367,0.859918662,0,0.001042299,1.876776464,0.000225938,0.072074108,1.609783727,0.659376192,0.461879354,0,1,1.08009457,0.000555886,1.594505113,0,0.03253502,1.371075361,0.678490737,0.000928833,1.837497578,0,0.041120651,0.01,0.004853729,1.994876427,0,0.043605965,3.025940359,0.202564409,0.942293315,0,1,3.213327158,0.57,3.608581436,0.989966173,1,10,1.21791024,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,2.3006,12.795,890.195,0.0422666,893,863,918,0.702528,0.149627,0.936803,0.108773,2.2,28.0339,0.168965,888.05,0.0232827,888,862,914,0.402505,0.261378,0.955168,0.00668538,2.75,0.006418739,0.16335322,0.52
131,183458,114049,10110,114049,17.14619189,0,0.07,0.088646108,0.426798735,0.735178768,0,1,2.086811165,0.000444089,0.835186744,0.000098912,0.003066271,1.902500628,0.001665951,0.235582951,0.453690957,0.02,0.000185028,1.34382014,0.000017536,0.001227543,2.21103065,0.455891679,0.447038518,0,0.951219512,1.964375676,0.000135238,0.926211759,0.000017536,0.000350726,2.124481765,0.36551833,0.000165277,1.095162385,0.000008768,0.000745294,3.99,-1,0,-1,0,-512,-1,0,-1,0,0,20.03,9.139294404,0.117724651,7,11,1.467709801,10.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,-512,-512,-512,-512,-512,0,0,0,0,-512,-512,-512,-512,-512,-512,0.5,1.1547,3866,0.0138332,3886,3787,3889,0.480275,0.723084,0.962065,0.00107922,2.06,436.375,0.333584,3706.5,0.213363,3864,3800,3915,0.259042,2.61224,0.999516,0.0217483,2.46,0.002015068,0.010114502,2
